url,name
https://www.imdb.com/title/tt0091251/?ref_=chttp_i_90,컴 앤 씨
https://www.imdb.com/title/tt0266543/?ref_=chttp_i_155,Finding Nemo
https://www.imdb.com/title/tt8579674/?ref_=chttp_i_122,1917
https://www.imdb.com/title/tt1291584/?ref_=chttp_i_176,Warrior
https://www.imdb.com/title/tt0083658/?ref_=chttp_i_188,블레이드 러너
https://www.imdb.com/title/tt0068646/?ref_=chttp_i_2,Daeboo
https://www.imdb.com/title/tt0050976/?ref_=chttp_i_217,The Seventh Seal
https://www.imdb.com/title/tt0209144/?ref_=chttp_i_57,메멘토
https://www.imdb.com/title/tt4016934/?ref_=chttp_i_239,Ahgassi
https://www.imdb.com/title/tt0086190/?ref_=chttp_i_93,Star Wars: Episode VI - Return of the Jedi
https://www.imdb.com/title/tt0038650/?ref_=chttp_i_21,멋진 인생
https://www.imdb.com/title/tt0107290/?ref_=chttp_i_141,Jyuragi gongwon
https://www.imdb.com/title/tt0117951/?ref_=chttp_i_172,Trainspotting
https://www.imdb.com/title/tt10872600/?ref_=chttp_i_179,스파이더맨: 노 웨이 홈
https://www.imdb.com/title/tt0347149/?ref_=chttp_i_159,Howlui umjikineun seong
https://www.imdb.com/title/tt0015324/?ref_=chttp_i_205,Sherlock Jr.
https://www.imdb.com/title/tt0047478/?ref_=chttp_i_22,7인의 사무라이
https://www.imdb.com/title/tt15398776/?ref_=chttp_i_112,Oppenheimer
https://www.imdb.com/title/tt0052618/?ref_=chttp_i_184,Ben-Hur
https://www.imdb.com/title/tt0088247/?ref_=chttp_i_220,터미네이터
https://www.imdb.com/title/tt5311514/?ref_=chttp_i_83,Neoui Ileum-eun.
https://www.imdb.com/title/tt0036868/?ref_=chttp_i_227,The Best Years of Our Lives
https://www.imdb.com/title/tt0080678/?ref_=chttp_i_160,The Elephant Man
https://www.imdb.com/title/tt0015864/?ref_=chttp_i_196,The Gold Rush
https://www.imdb.com/title/tt0046912/?ref_=chttp_i_161,Dial M for Murder
https://www.imdb.com/title/tt0071315/?ref_=chttp_i_164,Chinatown
https://www.imdb.com/title/tt1187043/?ref_=chttp_i_86,세 얼간이
https://www.imdb.com/title/tt0476735/?ref_=chttp_i_237,Babam ve Oglum
https://www.imdb.com/title/tt0032551/?ref_=chttp_i_244,The Grapes of Wrath
https://www.imdb.com/title/tt0073486/?ref_=chttp_i_18,뻐꾸기 둥지 위로 날아간 새
https://www.imdb.com/title/tt0034583/?ref_=chttp_i_45,카사블랑카
https://www.imdb.com/title/tt1832382/?ref_=chttp_i_115,Jodaeiye Nader az Simin
https://www.imdb.com/title/tt0059578/?ref_=chttp_i_131,For a Few Dollars More
https://www.imdb.com/title/tt0017136/?ref_=chttp_i_120,Metropolis
https://www.imdb.com/title/tt5323662/?ref_=chttp_i_249,Moksoriui hyeongtae
https://www.imdb.com/title/tt0081398/?ref_=chttp_i_171,Raging Bull
https://www.imdb.com/title/tt0057012/?ref_=chttp_i_76,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
https://www.imdb.com/title/tt0056058/?ref_=chttp_i_44,Seppuku
https://www.imdb.com/title/tt0910970/?ref_=chttp_i_58,월-E
https://www.imdb.com/title/tt0119217/?ref_=chttp_i_79,굿 윌 헌팅
https://www.imdb.com/title/tt0266697/?ref_=chttp_i_151,킬 빌
https://www.imdb.com/title/tt0080684/?ref_=chttp_i_15,스타워즈 에피소드 5 - 제국의 역습
https://www.imdb.com/title/tt2380307/?ref_=chttp_i_72,코코
https://www.imdb.com/title/tt0053291/?ref_=chttp_i_133,Some Like It Hot
https://www.imdb.com/title/tt0042192/?ref_=chttp_i_139,Eveeui Modeun Gut
https://www.imdb.com/title/tt0482571/?ref_=chttp_i_42,프레스티지
https://www.imdb.com/title/tt0245429/?ref_=chttp_i_31,센과 치히로의 행방불명
https://www.imdb.com/title/tt0071562/?ref_=chttp_i_4,The Godfather Part II
https://www.imdb.com/title/tt0105236/?ref_=chttp_i_98,저수지의 개들
https://www.imdb.com/title/tt0116282/?ref_=chttp_i_175,파고
https://www.imdb.com/title/tt0022100/?ref_=chttp_i_106,M - Eine Stadt sucht einen Mörder
https://www.imdb.com/title/tt0338013/?ref_=chttp_i_95,이터널 선샤인
https://www.imdb.com/title/tt0092005/?ref_=chttp_i_234,Stand by Me
https://www.imdb.com/title/tt0074958/?ref_=chttp_i_233,Network
https://www.imdb.com/title/tt0099685/?ref_=chttp_i_17,좋은 친구들
https://www.imdb.com/title/tt1028532/?ref_=chttp_i_235,Hachi: A Dog's Tale
https://www.imdb.com/title/tt0017925/?ref_=chttp_i_204,The General
https://www.imdb.com/title/tt0119488/?ref_=chttp_i_123,L.A. Confidential
https://www.imdb.com/title/tt0363163/?ref_=chttp_i_125,Downfall
https://www.imdb.com/title/tt0043014/?ref_=chttp_i_63,Sunset Blvd.
https://www.imdb.com/title/tt0253474/?ref_=chttp_i_32,피아니스트
https://www.imdb.com/title/tt0084787/?ref_=chttp_i_148,The Thing
https://www.imdb.com/title/tt0081505/?ref_=chttp_i_67,샤이닝
https://www.imdb.com/title/tt0110912/?ref_=chttp_i_8,펄프 픽션
https://www.imdb.com/title/tt1745960/?ref_=chttp_i_144,탑건: 매버릭
https://www.imdb.com/title/tt0053125/?ref_=chttp_i_104,Bugbugseolo Jinloleul Dollyeola
https://www.imdb.com/title/tt2582802/?ref_=chttp_i_39,위플래쉬
https://www.imdb.com/title/tt0167261/?ref_=chttp_i_12,The Lord of the Rings: The Two Towers
https://www.imdb.com/title/tt0046268/?ref_=chttp_i_208,Le salaire de la peur
https://www.imdb.com/title/tt0245712/?ref_=chttp_i_246,Amores perros
https://www.imdb.com/title/tt29623480/?ref_=chttp_i_158,The Wild Robot
https://www.imdb.com/title/tt0167404/?ref_=chttp_i_143,식스 센스
https://www.imdb.com/title/tt0096283/?ref_=chttp_i_182,Tonari no Totoro
https://www.imdb.com/title/tt0477348/?ref_=chttp_i_146,노인을 위한 나라는 없다
https://www.imdb.com/title/tt0088763/?ref_=chttp_i_30,빽 투 더 퓨쳐
https://www.imdb.com/title/tt0057565/?ref_=chttp_i_84,천국과 지옥
https://www.imdb.com/title/tt0180093/?ref_=chttp_i_91,레퀴엠
https://www.imdb.com/title/tt0978762/?ref_=chttp_i_206,Mary and Max
https://www.imdb.com/title/tt0107048/?ref_=chttp_i_245,사랑의 블랙홀
https://www.imdb.com/title/tt0405094/?ref_=chttp_i_60,타인의 삶
https://www.imdb.com/title/tt1255953/?ref_=chttp_i_101,그을린 사랑
https://www.imdb.com/title/tt0107207/?ref_=chttp_i_195,In the Name of the Father
https://www.imdb.com/title/tt0040522/?ref_=chttp_i_124,Bicycle Thieves
https://www.imdb.com/title/tt0118849/?ref_=chttp_i_185,Children of Heaven
https://www.imdb.com/title/tt5074352/?ref_=chttp_i_126,Dangal
https://www.imdb.com/title/tt3315342/?ref_=chttp_i_213,로건
https://www.imdb.com/title/tt0113247/?ref_=chttp_i_224,La haine
https://www.imdb.com/title/tt0816692/?ref_=chttp_i_19,인터스텔라
https://www.imdb.com/title/tt8503618/?ref_=chttp_i_128,Hamilton
https://www.imdb.com/title/tt1345836/?ref_=chttp_i_71,Dakeu naiteu raijeu
https://www.imdb.com/title/tt0109830/?ref_=chttp_i_11,포레스트 검프
https://www.imdb.com/title/tt1392190/?ref_=chttp_i_183,매드맥스: 분노의 도로
https://www.imdb.com/title/tt1853728/?ref_=chttp_i_54,장고: 분노의 추적자
https://www.imdb.com/title/tt0055630/?ref_=chttp_i_153,Yôjinbô
https://www.imdb.com/title/tt0208092/?ref_=chttp_i_121,Snatch
https://www.imdb.com/title/tt0325980/?ref_=chttp_i_223,캐리비안의 해적: 블랙펄의 저주
https://www.imdb.com/title/tt0211915/?ref_=chttp_i_111,아멜리에
